Provincias;Ramas de actividad;periodo;Total
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;664.414
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;678.843
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);848.181
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;845.161
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;879.463
40 Segovia;Valor añadido bruto total;2021(P);3.131.284
40 Segovia;Valor añadido bruto total;2020;2.901.375
40 Segovia;Valor añadido bruto total;2019;3.175.076
40 Segovia;Impuestos netos sobre los productos;2021(P);329.698
40 Segovia;Impuestos netos sobre los productos;2020;278.247
40 Segovia;Impuestos netos sobre los productos;2019;325.749
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);3.460.982
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;3.179.622
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;3.500.825
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);40.657.710
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;37.029.412
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;40.538.496
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2021(P);2.082.124
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2020;1.839.604
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2019;1.749.960
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);5.575.536
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;5.122.448
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;5.422.919
41 Sevilla;C. - De las cuales: Industria manufacturera;2021(P);3.332.648
41 Sevilla;C. - De las cuales: Industria manufacturera;2020;3.221.391
41 Sevilla;C. - De las cuales: Industria manufacturera;2019;3.448.057
41 Sevilla;F. Construcción;2021(P);2.056.824
41 Sevilla;F. Construcción;2020;1.851.607
41 Sevilla;F. Construcción;2019;2.095.895
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);8.375.772
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;7.158.830
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;9.082.735
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);8.537.199
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;8.078.595
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;8.459.259
41 Sevilla;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);10.157.146
41 Sevilla;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;9.737.903
41 Sevilla;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;9.955.652
41 Sevilla;Valor añadido bruto total;2021(P);36.784.601
41 Sevilla;Valor añadido bruto total;2020;33.788.987
41 Sevilla;Valor añadido bruto total;2019;36.766.420
41 Sevilla;Impuestos netos sobre los productos;2021(P);3.873.109
41 Sevilla;Impuestos netos sobre los productos;2020;3.240.425
41 Sevilla;Impuestos netos sobre los productos;2019;3.772.076
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);40.657.710
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;37.029.412
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;40.538.496
42 Soria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);2.531.565
42 Soria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;2.285.159
42 Soria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;2.524.615
42 Soria;A. Agricultura, ganadería, silvicultura y pesca;2021(P);226.938
42 Soria;A. Agricultura, ganadería, silvicultura y pesca;2020;179.112
42 Soria;A. Agricultura, ganadería, silvicultura y pesca;2019;149.364
42 Soria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);591.689
42 Soria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;506.830
42 Soria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;613.662
42 Soria;C. - De las cuales: Industria manufacturera;2021(P);472.628
42 Soria;C. - De las cuales: Industria manufacturera;2020;397.766
42 Soria;C. - De las cuales: Industria manufacturera;2019;461.970
42 Soria;F. Construcción;2021(P);138.512
42 Soria;F. Construcción;2020;126.818
42 Soria;F. Construcción;2019;150.055
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);427.380
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;380.484
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;457.650
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);362.182
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;345.380
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;348.982
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);543.704
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;546.562
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;569.989
42 Soria;Valor añadido bruto total;2021(P);2.290.405
42 Soria;Valor añadido bruto total;2020;2.085.186
42 Soria;Valor añadido bruto total;2019;2.289.702
42 Soria;Impuestos netos sobre los productos;2021(P);241.160
42 Soria;Impuestos netos sobre los productos;2020;199.973
42 Soria;Impuestos netos sobre los productos;2019;234.913
42 Soria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);2.531.565
42 Soria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;2.285.159
42 Soria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;2.524.615
43 Tarragona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);24.421.364
43 Tarragona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;21.388.438
43 Tarragona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;24.643.977
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;2021(P);304.144
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;2020;285.126
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;2019;275.092
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);6.058.988
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;4.623.638
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;5.643.209
43 Tarragona;C. - De las cuales: Industria manufacturera;2021(P);4.432.889
43 Tarragona;C. - De las cuales: Industria manufacturera;2020;3.073.306
43 Tarragona;C. - De las cuales: Industria manufacturera;2019;3.931.959
43 Tarragona;F. Construcción;2021(P);1.137.251
43 Tarragona;F. Construcción;2020;1.034.332
43 Tarragona;F. Construcción;2019;1.257.329
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);4.775.156
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;4.051.876
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;5.363.353
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);5.643.875
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;5.373.009
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;5.500.715
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);4.175.538
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;4.148.766
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;4.311.176
43 Tarragona;Valor añadido bruto total;2021(P);22.094.952
43 Tarragona;Valor añadido bruto total;2020;19.516.747
43 Tarragona;Valor añadido bruto total;2019;22.350.874
43 Tarragona;Impuestos netos sobre los productos;2021(P);2.326.412
43 Tarragona;Impuestos netos sobre los productos;2020;1.871.691
43 Tarragona;Impuestos netos sobre los productos;2019;2.293.103
43 Tarragona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);24.421.364
43 Tarragona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;21.388.438
43 Tarragona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;24.643.977
44 Teruel;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);3.460.089
44 Teruel;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;3.098.690
44 Teruel;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;3.394.776
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;2021(P);240.062
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;2020;209.804
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;2019;202.928
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);514.273
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;364.567
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;477.488
44 Teruel;C. - De las cuales: Industria manufacturera;2021(P);290.373
44 Teruel;C. - De las cuales: Industria manufacturera;2020;272.103
44 Teruel;C. - De las cuales: Industria manufacturera;2019;311.877
44 Teruel;F. Construcción;2021(P);235.976
44 Teruel;F. Construcción;2020;229.192
44 Teruel;F. Construcción;2019;263.793
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);688.024
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;605.303
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;716.500
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);551.729
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;534.414
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;537.641
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);900.412
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;884.245
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;880.545
44 Teruel;Valor añadido bruto total;2021(P);3.130.476
44 Teruel;Valor añadido bruto total;2020;2.827.525
44 Teruel;Valor añadido bruto total;2019;3.078.895
44 Teruel;Impuestos netos sobre los productos;2021(P);329.613
44 Teruel;Impuestos netos sobre los productos;2020;271.165
44 Teruel;Impuestos netos sobre los productos;2019;315.881
44 Teruel;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);3.460.089
44 Teruel;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;3.098.690
44 Teruel;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;3.394.776
45 Toledo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);13.258.842
45 Toledo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;12.252.188
45 Toledo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;13.173.524
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;2021(P);728.117
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;2020;801.305
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;2019;701.934
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);2.569.685
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;2.356.947
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;2.581.305
45 Toledo;C. - De las cuales: Industria manufacturera;2021(P);2.074.329
45 Toledo;C. - De las cuales: Industria manufacturera;2020;1.911.627
45 Toledo;C. - De las cuales: Industria manufacturera;2019;2.110.331
45 Toledo;F. Construcción;2021(P);897.664
45 Toledo;F. Construcción;2020;815.358
45 Toledo;F. Construcción;2019;915.925
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);2.331.401
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.944.149
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;2.387.686
45 Toledo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.364.247
45 Toledo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;2.264.575
45 Toledo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;2.264.943
45 Toledo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);3.104.673
45 Toledo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;2.997.672
45 Toledo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;3.095.945
45 Toledo;Valor añadido bruto total;2021(P);11.995.787
45 Toledo;Valor añadido bruto total;2020;11.180.006
45 Toledo;Valor añadido bruto total;2019;11.947.738
45 Toledo;Impuestos netos sobre los productos;2021(P);1.263.055
45 Toledo;Impuestos netos sobre los productos;2020;1.072.182
45 Toledo;Impuestos netos sobre los productos;2019;1.225.786
45 Toledo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);13.258.842
45 Toledo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;12.252.188
45 Toledo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;13.173.524
46 Valencia/València;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);61.410.589
46 Valencia/València;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;56.547.166
46 Valencia/València;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;62.157.518
46 Valencia/València;A. Agricultura, ganadería, silvicultura y pesca;2021(P);1.216.902
46 Valencia/València;A. Agricultura, ganadería, silvicultura y pesca;2020;1.284.395
46 Valencia/València;A. Agricultura, ganadería, silvicultura y pesca;2019;1.164.377
46 Valencia/València;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);11.624.507
46 Valencia/València;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;10.606.333
46 Valencia/València;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;11.315.325
46 Valencia/València;C. - De las cuales: Industria manufacturera;2021(P);8.488.474
46 Valencia/València;C. - De las cuales: Industria manufacturera;2020;7.838.058
46 Valencia/València;C. - De las cuales: Industria manufacturera;2019;8.396.005
46 Valencia/València;F. Construcción;2021(P);3.179.743
46 Valencia/València;F. Construcción;2020;3.130.198
46 Valencia/València;F. Construcción;2019;3.561.297
46 Valencia/València;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);13.611.449
46 Valencia/València;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;11.712.754
46 Valencia/València;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;14.663.218
46 Valencia/València;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);13.769.682
46 Valencia/València;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;12.974.034
46 Valencia/València;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;13.130.021
46 Valencia/València;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);12.158.250
46 Valencia/València;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;11.891.038
46 Valencia/València;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;12.539.573
46 Valencia/València;Valor añadido bruto total;2021(P);55.560.533
46 Valencia/València;Valor añadido bruto total;2020;51.598.752
46 Valencia/València;Valor añadido bruto total;2019;56.373.811
46 Valencia/València;Impuestos netos sobre los productos;2021(P);5.850.056
46 Valencia/València;Impuestos netos sobre los productos;2020;4.948.414
46 Valencia/València;Impuestos netos sobre los productos;2019;5.783.707
46 Valencia/València;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);61.410.589
46 Valencia/València;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;56.547.166
46 Valencia/València;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;62.157.518
47 Valladolid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);14.293.892
47 Valladolid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;13.541.411
47 Valladolid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;14.635.137
47 Valladolid;A. Agricultura, ganadería, silvicultura y pesca;2021(P);552.661
47 Valladolid;A. Agricultura, ganadería, silvicultura y pesca;2020;526.934
47 Valladolid;A. Agricultura, ganadería, silvicultura y pesca;2019;435.167
47 Valladolid;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);3.213.771
47 Valladolid;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;3.004.600
47 Valladolid;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;3.208.945
47 Valladolid;C. - De las cuales: Industria manufacturera;2021(P);2.592.996
47 Valladolid;C. - De las cuales: Industria manufacturera;2020;2.468.979
47 Valladolid;C. - De las cuales: Industria manufacturera;2019;2.778.463
47 Valladolid;F. Construcción;2021(P);656.713
47 Valladolid;F. Construcción;2020;709.282
47 Valladolid;F. Construcción;2019;721.013
47 Valladolid;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);2.448.567
47 Valladolid;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;2.170.702
47 Valladolid;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;2.675.110
47 Valladolid;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.781.737
47 Valladolid;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;2.670.005
47 Valladolid;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;2.748.889
47 Valladolid;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);3.278.787
47 Valladolid;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;3.274.887
47 Valladolid;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;3.484.225
47 Valladolid;Valor añadido bruto total;2021(P);12.932.236
47 Valladolid;Valor añadido bruto total;2020;12.356.410
47 Valladolid;Valor añadido bruto total;2019;13.273.349
47 Valladolid;Impuestos netos sobre los productos;2021(P);1.361.656
47 Valladolid;Impuestos netos sobre los productos;2020;1.185.001
47 Valladolid;Impuestos netos sobre los productos;2019;1.361.788
47 Valladolid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);14.293.892
47 Valladolid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;13.541.411
47 Valladolid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;14.635.137
49 Zamora;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);3.582.273
49 Zamora;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;3.226.677
49 Zamora;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;3.514.472
49 Zamora;A. Agricultura, ganadería, silvicultura y pesca;2021(P);324.073
49 Zamora;A. Agricultura, ganadería, silvicultura y pesca;2020;294.975
49 Zamora;A. Agricultura, ganadería, silvicultura y pesca;2019;259.587
