Provincias;Ramas de actividad;periodo;Total
20 Gipuzkoa;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;21.835.162
20 Gipuzkoa;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;24.493.773
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);21.355.174
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;19.520.752
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;21.828.320
17 Girona;A. Agricultura, ganadería, silvicultura y pesca;2021(P);504.047
17 Girona;A. Agricultura, ganadería, silvicultura y pesca;2020;587.367
17 Girona;A. Agricultura, ganadería, silvicultura y pesca;2019;631.719
17 Girona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);2.877.101
17 Girona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;2.471.563
17 Girona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;2.455.373
17 Girona;C. - De las cuales: Industria manufacturera;2021(P);2.443.136
17 Girona;C. - De las cuales: Industria manufacturera;2020;2.089.661
17 Girona;C. - De las cuales: Industria manufacturera;2019;2.079.978
17 Girona;F. Construcción;2021(P);1.382.527
17 Girona;F. Construcción;2020;1.333.140
17 Girona;F. Construcción;2019;1.477.548
17 Girona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);5.538.267
17 Girona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;4.718.878
17 Girona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;6.238.839
17 Girona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);5.196.307
17 Girona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;4.943.076
17 Girona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;5.049.800
17 Girona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);3.822.602
17 Girona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;3.758.477
17 Girona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;3.943.933
17 Girona;Valor añadido bruto total;2021(P);19.320.851
17 Girona;Valor añadido bruto total;2020;17.812.501
17 Girona;Valor añadido bruto total;2019;19.797.212
17 Girona;Impuestos netos sobre los productos;2021(P);2.034.323
17 Girona;Impuestos netos sobre los productos;2020;1.708.251
17 Girona;Impuestos netos sobre los productos;2019;2.031.108
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);21.355.174
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;19.520.752
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;21.828.320
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);17.140.505
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;15.802.260
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;17.383.998
18 Granada;A. Agricultura, ganadería, silvicultura y pesca;2021(P);1.088.230
18 Granada;A. Agricultura, ganadería, silvicultura y pesca;2020;1.058.030
18 Granada;A. Agricultura, ganadería, silvicultura y pesca;2019;1.075.910
18 Granada;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.549.956
18 Granada;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.399.420
18 Granada;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.291.695
18 Granada;C. - De las cuales: Industria manufacturera;2021(P);713.568
18 Granada;C. - De las cuales: Industria manufacturera;2020;612.214
18 Granada;C. - De las cuales: Industria manufacturera;2019;631.141
18 Granada;F. Construcción;2021(P);900.062
18 Granada;F. Construcción;2020;947.043
18 Granada;F. Construcción;2019;1.179.578
18 Granada;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);3.580.557
18 Granada;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;2.979.032
18 Granada;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;3.897.511
18 Granada;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);3.743.645
18 Granada;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;3.565.696
18 Granada;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;3.690.752
18 Granada;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);4.645.227
18 Granada;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;4.470.191
18 Granada;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;4.630.985
18 Granada;Valor añadido bruto total;2021(P);15.507.677
18 Granada;Valor añadido bruto total;2020;14.419.412
18 Granada;Valor añadido bruto total;2019;15.766.431
18 Granada;Impuestos netos sobre los productos;2021(P);1.632.828
18 Granada;Impuestos netos sobre los productos;2020;1.382.848
18 Granada;Impuestos netos sobre los productos;2019;1.617.567
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);17.140.505
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;15.802.260
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;17.383.998
19 Guadalajara;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);5.502.747
19 Guadalajara;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;5.047.876
19 Guadalajara;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;5.465.337
19 Guadalajara;A. Agricultura, ganadería, silvicultura y pesca;2021(P);219.859
19 Guadalajara;A. Agricultura, ganadería, silvicultura y pesca;2020;208.007
19 Guadalajara;A. Agricultura, ganadería, silvicultura y pesca;2019;184.310
19 Guadalajara;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.389.705
19 Guadalajara;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.219.830
19 Guadalajara;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.357.634
19 Guadalajara;C. - De las cuales: Industria manufacturera;2021(P);826.448
19 Guadalajara;C. - De las cuales: Industria manufacturera;2020;771.768
19 Guadalajara;C. - De las cuales: Industria manufacturera;2019;859.030
19 Guadalajara;F. Construcción;2021(P);256.396
19 Guadalajara;F. Construcción;2020;267.054
19 Guadalajara;F. Construcción;2019;336.046
19 Guadalajara;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);870.770
19 Guadalajara;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;747.142
19 Guadalajara;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;857.710
19 Guadalajara;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.101.430
19 Guadalajara;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.044.130
19 Guadalajara;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;1.074.778
19 Guadalajara;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);1.140.388
19 Guadalajara;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;1.119.976
19 Guadalajara;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;1.146.314
19 Guadalajara;Valor añadido bruto total;2021(P);4.978.548
19 Guadalajara;Valor añadido bruto total;2020;4.606.139
19 Guadalajara;Valor añadido bruto total;2019;4.956.792
19 Guadalajara;Impuestos netos sobre los productos;2021(P);524.199
19 Guadalajara;Impuestos netos sobre los productos;2020;441.737
19 Guadalajara;Impuestos netos sobre los productos;2019;508.545
19 Guadalajara;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);5.502.747
19 Guadalajara;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;5.047.876
19 Guadalajara;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;5.465.337
21 Huelva;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);10.763.135
21 Huelva;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;9.243.502
21 Huelva;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;10.544.112
21 Huelva;A. Agricultura, ganadería, silvicultura y pesca;2021(P);887.316
21 Huelva;A. Agricultura, ganadería, silvicultura y pesca;2020;644.247
21 Huelva;A. Agricultura, ganadería, silvicultura y pesca;2019;692.537
21 Huelva;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);2.134.574
21 Huelva;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.494.167
21 Huelva;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.948.511
21 Huelva;C. - De las cuales: Industria manufacturera;2021(P);1.000.517
21 Huelva;C. - De las cuales: Industria manufacturera;2020;630.072
21 Huelva;C. - De las cuales: Industria manufacturera;2019;1.067.398
21 Huelva;F. Construcción;2021(P);485.002
21 Huelva;F. Construcción;2020;468.596
21 Huelva;F. Construcción;2019;546.306
21 Huelva;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.793.457
21 Huelva;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.545.198
